"journal_id","Account_Code","Account_Name","Date","Entity_ID","Entity_Name","Region","Country","Currency","FS_Subclass","Category","Normal_Balance","Financial_Statement","Debit","Credit","Amount","display_amount","Description","entry_type"
,4000,Product Sales Revenue,"2025-03-17 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2877.4,-2877.4,2877.4,Revenue,Regular
,6600,Depreciation Expense,"2025-03-28 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Expenses,Expense,Debit,Income Statement,8333.33,0.0,8333.33,8333.33,Depreciation Expense,Regular
,1850,Accumulated Depreciation,"2025-03-28 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Non-Current Assets,Asset,Credit,Balance Sheet,0.0,8333.33,-8333.33,-8333.33,Accrue Depreciation,Regular
,1000,Cash and Bank,"2025-03-02 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2253.53,0.0,2253.53,2253.53,Sale,Regular
,4000,Product Sales Revenue,"2025-03-09 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2253.53,-2253.53,2253.53,Revenue,Regular
,1000,Cash and Bank,"2025-03-18 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,1994.61,0.0,1994.61,1994.61,Sale,Regular
,4000,Product Sales Revenue,"2025-03-02 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,1994.61,-1994.61,1994.61,Revenue,Regular
,1000,Cash and Bank,"2025-03-02 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4234.08,0.0,4234.08,4234.08,Sale,Regular
,4000,Product Sales Revenue,"2025-03-18 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4234.08,-4234.08,4234.08,Revenue,Regular
,1000,Cash and Bank,"2025-03-20 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3792.4,0.0,3792.4,3792.4,Sale,Regular
,4000,Product Sales Revenue,"2025-03-11 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3792.4,-3792.4,3792.4,Revenue,Regular
,1000,Cash and Bank,"2025-03-13 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3383.12,0.0,3383.12,3383.12,Sale,Regular
,4000,Product Sales Revenue,"2025-03-13 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3383.12,-3383.12,3383.12,Revenue,Regular
,1000,Cash and Bank,"2025-03-12 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2380.59,0.0,2380.59,2380.59,Sale,Regular
,4000,Product Sales Revenue,"2025-03-05 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2380.59,-2380.59,2380.59,Revenue,Regular
,1000,Cash and Bank,"2025-03-12 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,1052.77,0.0,1052.77,1052.77,Sale,Regular
,4000,Product Sales Revenue,"2025-03-26 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,1052.77,-1052.77,1052.77,Revenue,Regular
,1000,Cash and Bank,"2025-03-02 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3939.3,0.0,3939.3,3939.3,Sale,Regular
,4000,Product Sales Revenue,"2025-03-25 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3939.3,-3939.3,3939.3,Revenue,Regular
,1000,Cash and Bank,"2025-03-05 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4415.57,0.0,4415.57,4415.57,Sale,Regular
,4000,Product Sales Revenue,"2025-03-18 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4415.57,-4415.57,4415.57,Revenue,Regular
,1000,Cash and Bank,"2025-03-06 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,1942.59,0.0,1942.59,1942.59,Sale,Regular
,4000,Product Sales Revenue,"2025-03-13 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,1942.59,-1942.59,1942.59,Revenue,Regular
,1000,Cash and Bank,"2025-03-11 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3082.67,0.0,3082.67,3082.67,Sale,Regular
,4000,Product Sales Revenue,"2025-03-10 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3082.67,-3082.67,3082.67,Revenue,Regular
,1000,Cash and Bank,"2025-03-14 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3531.6,0.0,3531.6,3531.6,Sale,Regular
,4000,Product Sales Revenue,"2025-03-06 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3531.6,-3531.6,3531.6,Revenue,Regular
,1000,Cash and Bank,"2025-03-25 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3917.24,0.0,3917.24,3917.24,Sale,Regular
,4000,Product Sales Revenue,"2025-03-11 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3917.24,-3917.24,3917.24,Revenue,Regular
,1000,Cash and Bank,"2025-03-25 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2989.56,0.0,2989.56,2989.56,Sale,Regular
,4000,Product Sales Revenue,"2025-03-26 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2989.56,-2989.56,2989.56,Revenue,Regular
,1000,Cash and Bank,"2025-03-26 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2485.48,0.0,2485.48,2485.48,Sale,Regular
,4000,Product Sales Revenue,"2025-03-02 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2485.48,-2485.48,2485.48,Revenue,Regular
,1000,Cash and Bank,"2025-03-02 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2274.42,0.0,2274.42,2274.42,Sale,Regular
,4000,Product Sales Revenue,"2025-03-14 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2274.42,-2274.42,2274.42,Revenue,Regular
,1000,Cash and Bank,"2025-03-06 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4344.89,0.0,4344.89,4344.89,Sale,Regular
,4000,Product Sales Revenue,"2025-03-06 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4344.89,-4344.89,4344.89,Revenue,Regular
,1000,Cash and Bank,"2025-03-12 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3975.44,0.0,3975.44,3975.44,Sale,Regular
,4000,Product Sales Revenue,"2025-03-18 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3975.44,-3975.44,3975.44,Revenue,Regular
,1000,Cash and Bank,"2025-03-22 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4319.58,0.0,4319.58,4319.58,Sale,Regular
,4000,Product Sales Revenue,"2025-03-23 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4319.58,-4319.58,4319.58,Revenue,Regular
,1000,Cash and Bank,"2025-03-27 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3266.59,0.0,3266.59,3266.59,Sale,Regular
,4000,Product Sales Revenue,"2025-03-06 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3266.59,-3266.59,3266.59,Revenue,Regular
,1000,Cash and Bank,"2025-03-11 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,1655.33,0.0,1655.33,1655.33,Sale,Regular
,4000,Product Sales Revenue,"2025-03-20 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,1655.33,-1655.33,1655.33,Revenue,Regular
,1000,Cash and Bank,"2025-03-02 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2891.66,0.0,2891.66,2891.66,Sale,Regular
,4000,Product Sales Revenue,"2025-03-15 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2891.66,-2891.66,2891.66,Revenue,Regular
,1000,Cash and Bank,"2025-03-09 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4735.54,0.0,4735.54,4735.54,Sale,Regular
,4000,Product Sales Revenue,"2025-03-26 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4735.54,-4735.54,4735.54,Revenue,Regular
,1000,Cash and Bank,"2025-03-02 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4973.51,0.0,4973.51,4973.51,Sale,Regular
,4000,Product Sales Revenue,"2025-03-03 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4973.51,-4973.51,4973.51,Revenue,Regular
,1000,Cash and Bank,"2025-03-18 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2363.43,0.0,2363.43,2363.43,Sale,Regular
,4000,Product Sales Revenue,"2025-03-07 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2363.43,-2363.43,2363.43,Revenue,Regular
,1000,Cash and Bank,"2025-03-25 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4906.65,0.0,4906.65,4906.65,Sale,Regular
,4000,Product Sales Revenue,"2025-03-25 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4906.65,-4906.65,4906.65,Revenue,Regular
,1000,Cash and Bank,"2025-03-22 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2851.77,0.0,2851.77,2851.77,Sale,Regular
,4000,Product Sales Revenue,"2025-03-06 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2851.77,-2851.77,2851.77,Revenue,Regular
,1000,Cash and Bank,"2025-03-15 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4045.2,0.0,4045.2,4045.2,Sale,Regular
,4000,Product Sales Revenue,"2025-03-15 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4045.2,-4045.2,4045.2,Revenue,Regular
,1000,Cash and Bank,"2025-03-15 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4460.21,0.0,4460.21,4460.21,Sale,Regular
,4000,Product Sales Revenue,"2025-03-15 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4460.21,-4460.21,4460.21,Revenue,Regular
,1000,Cash and Bank,"2025-03-11 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3469.87,0.0,3469.87,3469.87,Sale,Regular
,4000,Product Sales Revenue,"2025-03-22 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3469.87,-3469.87,3469.87,Revenue,Regular
,1000,Cash and Bank,"2025-03-11 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4757.02,0.0,4757.02,4757.02,Sale,Regular
,4000,Product Sales Revenue,"2025-03-21 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4757.02,-4757.02,4757.02,Revenue,Regular
,1000,Cash and Bank,"2025-03-12 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4191.26,0.0,4191.26,4191.26,Sale,Regular
,4000,Product Sales Revenue,"2025-03-12 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4191.26,-4191.26,4191.26,Revenue,Regular
,1000,Cash and Bank,"2025-03-03 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,1098.07,0.0,1098.07,1098.07,Sale,Regular
,4000,Product Sales Revenue,"2025-03-10 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,1098.07,-1098.07,1098.07,Revenue,Regular
,1000,Cash and Bank,"2025-03-26 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3799.09,0.0,3799.09,3799.09,Sale,Regular
,4000,Product Sales Revenue,"2025-03-13 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3799.09,-3799.09,3799.09,Revenue,Regular
,1000,Cash and Bank,"2025-03-03 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4184.49,0.0,4184.49,4184.49,Sale,Regular
,4000,Product Sales Revenue,"2025-03-18 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4184.49,-4184.49,4184.49,Revenue,Regular
,1000,Cash and Bank,"2025-03-01 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,1956.26,0.0,1956.26,1956.26,Sale,Regular
,4000,Product Sales Revenue,"2025-03-01 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,1956.26,-1956.26,1956.26,Revenue,Regular
,1000,Cash and Bank,"2025-03-06 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,1836.5,0.0,1836.5,1836.5,Sale,Regular
,4000,Product Sales Revenue,"2025-03-23 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,1836.5,-1836.5,1836.5,Revenue,Regular
,1000,Cash and Bank,"2025-03-04 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2222.48,0.0,2222.48,2222.48,Sale,Regular
,4000,Product Sales Revenue,"2025-03-05 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2222.48,-2222.48,2222.48,Revenue,Regular
,1000,Cash and Bank,"2025-03-11 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4223.12,0.0,4223.12,4223.12,Sale,Regular
,4000,Product Sales Revenue,"2025-03-14 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4223.12,-4223.12,4223.12,Revenue,Regular
,1000,Cash and Bank,"2025-03-16 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2058.58,0.0,2058.58,2058.58,Sale,Regular
,4000,Product Sales Revenue,"2025-03-24 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2058.58,-2058.58,2058.58,Revenue,Regular
,1000,Cash and Bank,"2025-03-17 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2899.57,0.0,2899.57,2899.57,Sale,Regular
,4000,Product Sales Revenue,"2025-03-10 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2899.57,-2899.57,2899.57,Revenue,Regular
,1000,Cash and Bank,"2025-03-20 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2071.08,0.0,2071.08,2071.08,Sale,Regular
,4000,Product Sales Revenue,"2025-03-13 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2071.08,-2071.08,2071.08,Revenue,Regular
,1000,Cash and Bank,"2025-03-21 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4864.81,0.0,4864.81,4864.81,Sale,Regular
,4000,Product Sales Revenue,"2025-03-19 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4864.81,-4864.81,4864.81,Revenue,Regular
,1000,Cash and Bank,"2025-03-23 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4462.4,0.0,4462.4,4462.4,Sale,Regular
,4000,Product Sales Revenue,"2025-03-06 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4462.4,-4462.4,4462.4,Revenue,Regular
,1000,Cash and Bank,"2025-03-17 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3185.57,0.0,3185.57,3185.57,Sale,Regular
,4000,Product Sales Revenue,"2025-03-17 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3185.57,-3185.57,3185.57,Revenue,Regular
,1000,Cash and Bank,"2025-03-12 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2076.46,0.0,2076.46,2076.46,Sale,Regular
,4000,Product Sales Revenue,"2025-03-01 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2076.46,-2076.46,2076.46,Revenue,Regular
,1000,Cash and Bank,"2025-03-04 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3184.69,0.0,3184.69,3184.69,Sale,Regular
,4000,Product Sales Revenue,"2025-03-05 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3184.69,-3184.69,3184.69,Revenue,Regular
,1000,Cash and Bank,"2025-03-14 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4212.97,0.0,4212.97,4212.97,Sale,Regular
,4000,Product Sales Revenue,"2025-03-27 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4212.97,-4212.97,4212.97,Revenue,Regular
,1000,Cash and Bank,"2025-03-12 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2223.0,0.0,2223.0,2223.0,Sale,Regular
,4000,Product Sales Revenue,"2025-03-20 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2223.0,-2223.0,2223.0,Revenue,Regular
,1000,Cash and Bank,"2025-03-17 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2358.47,0.0,2358.47,2358.47,Sale,Regular
,4000,Product Sales Revenue,"2025-03-20 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2358.47,-2358.47,2358.47,Revenue,Regular
,6600,Depreciation Expense,"2025-03-28 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Expenses,Expense,Debit,Income Statement,8333.33,0.0,8333.33,8333.33,Depreciation Expense,Regular
,1850,Accumulated Depreciation,"2025-03-28 0:00",E404,Global Tech - UK,Europe,UK,GBP,Non-Current Assets,Asset,Credit,Balance Sheet,0.0,8333.33,-8333.33,-8333.33,Accrue Depreciation,Regular
,1000,Cash and Bank,"2025-03-18 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4724.26,0.0,4724.26,4724.26,Sale,Regular
,4000,Product Sales Revenue,"2025-03-15 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4724.26,-4724.26,4724.26,Revenue,Regular
,1000,Cash and Bank,"2025-03-15 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1590.56,0.0,1590.56,1590.56,Sale,Regular
,4000,Product Sales Revenue,"2025-03-20 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1590.56,-1590.56,1590.56,Revenue,Regular
,1000,Cash and Bank,"2025-03-23 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,3443.84,0.0,3443.84,3443.84,Sale,Regular
,4000,Product Sales Revenue,"2025-03-05 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,3443.84,-3443.84,3443.84,Revenue,Regular
,1000,Cash and Bank,"2025-03-10 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1485.01,0.0,1485.01,1485.01,Sale,Regular
,4000,Product Sales Revenue,"2025-03-10 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1485.01,-1485.01,1485.01,Revenue,Regular
,1000,Cash and Bank,"2025-03-25 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4817.82,0.0,4817.82,4817.82,Sale,Regular
,4000,Product Sales Revenue,"2025-03-11 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4817.82,-4817.82,4817.82,Revenue,Regular
,1000,Cash and Bank,"2025-03-08 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,3924.31,0.0,3924.31,3924.31,Sale,Regular
,4000,Product Sales Revenue,"2025-03-06 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,3924.31,-3924.31,3924.31,Revenue,Regular
,1000,Cash and Bank,"2025-03-06 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,3832.62,0.0,3832.62,3832.62,Sale,Regular
,4000,Product Sales Revenue,"2025-03-27 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,3832.62,-3832.62,3832.62,Revenue,Regular
,1000,Cash and Bank,"2025-03-24 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2296.48,0.0,2296.48,2296.48,Sale,Regular
,4000,Product Sales Revenue,"2025-03-22 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,2296.48,-2296.48,2296.48,Revenue,Regular
,1000,Cash and Bank,"2025-03-11 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4558.57,0.0,4558.57,4558.57,Sale,Regular
,4000,Product Sales Revenue,"2025-03-13 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4558.57,-4558.57,4558.57,Revenue,Regular
,1000,Cash and Bank,"2025-03-17 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2316.73,0.0,2316.73,2316.73,Sale,Regular
,4000,Product Sales Revenue,"2025-03-08 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,2316.73,-2316.73,2316.73,Revenue,Regular
,1000,Cash and Bank,"2025-03-02 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2208.33,0.0,2208.33,2208.33,Sale,Regular
,4000,Product Sales Revenue,"2025-03-05 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,2208.33,-2208.33,2208.33,Revenue,Regular
,1000,Cash and Bank,"2025-03-20 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4472.91,0.0,4472.91,4472.91,Sale,Regular
,4000,Product Sales Revenue,"2025-03-05 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4472.91,-4472.91,4472.91,Revenue,Regular
,1000,Cash and Bank,"2025-03-09 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2532.96,0.0,2532.96,2532.96,Sale,Regular
,4000,Product Sales Revenue,"2025-03-18 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,2532.96,-2532.96,2532.96,Revenue,Regular
,1000,Cash and Bank,"2025-03-24 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,3392.37,0.0,3392.37,3392.37,Sale,Regular
,4000,Product Sales Revenue,"2025-03-10 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,3392.37,-3392.37,3392.37,Revenue,Regular
,1000,Cash and Bank,"2025-03-21 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,3851.16,0.0,3851.16,3851.16,Sale,Regular
,4000,Product Sales Revenue,"2025-03-01 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,3851.16,-3851.16,3851.16,Revenue,Regular
,1000,Cash and Bank,"2025-03-11 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4797.49,0.0,4797.49,4797.49,Sale,Regular
,4000,Product Sales Revenue,"2025-03-01 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4797.49,-4797.49,4797.49,Revenue,Regular
,1000,Cash and Bank,"2025-03-11 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2025.53,0.0,2025.53,2025.53,Sale,Regular
