"journal_id","account_code","account_name","date","entity_id","entity_name","region","country","currency","fs_subclass","category","normal_balance","financial_statement","debit","credit","amount","display_amount","description","entry_type"
"",1000,Cash and Bank,"2025-03-21 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1820.88,0.0,1820.88,1820.8800048828125,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-17 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1820.88,-1820.88,1820.8800048828125,Revenue,Regular
"",1000,Cash and Bank,"2025-03-15 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4932.35,0.0,4932.35,4932.35009765625,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-27 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4932.35,-4932.35,4932.35009765625,Revenue,Regular
"",1000,Cash and Bank,"2025-03-17 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1625.24,0.0,1625.24,1625.239990234375,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-12 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1625.24,-1625.24,1625.239990234375,Revenue,Regular
"",1000,Cash and Bank,"2025-03-13 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4858.64,0.0,4858.64,4858.64013671875,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-15 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4858.64,-4858.64,4858.64013671875,Revenue,Regular
"",1000,Cash and Bank,"2025-03-04 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,3923.55,0.0,3923.55,3923.550048828125,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-09 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,3923.55,-3923.55,3923.550048828125,Revenue,Regular
"",1000,Cash and Bank,"2025-03-02 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1090.42,0.0,1090.42,1090.4200439453125,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-03 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1090.42,-1090.42,1090.4200439453125,Revenue,Regular
"",1000,Cash and Bank,"2025-03-13 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2779.95,0.0,2779.95,2779.949951171875,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-26 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,2779.95,-2779.95,2779.949951171875,Revenue,Regular
"",1000,Cash and Bank,"2025-03-07 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1188.55,0.0,1188.55,1188.550048828125,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-15 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1188.55,-1188.55,1188.550048828125,Revenue,Regular
"",1000,Cash and Bank,"2025-03-18 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2034.33,0.0,2034.33,2034.3299560546875,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-24 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,2034.33,-2034.33,2034.3299560546875,Revenue,Regular
"",1000,Cash and Bank,"2025-03-12 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2631.52,0.0,2631.52,2631.52001953125,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-07 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,2631.52,-2631.52,2631.52001953125,Revenue,Regular
"",1000,Cash and Bank,"2025-03-26 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2845.87,0.0,2845.87,2845.8701171875,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-24 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,2845.87,-2845.87,2845.8701171875,Revenue,Regular
"",1000,Cash and Bank,"2025-03-26 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1724.05,0.0,1724.05,1724.050048828125,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-09 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1724.05,-1724.05,1724.050048828125,Revenue,Regular
"",1000,Cash and Bank,"2025-03-12 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2295.18,0.0,2295.18,2295.179931640625,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-02 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,2295.18,-2295.18,2295.179931640625,Revenue,Regular
"",1000,Cash and Bank,"2025-03-16 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1384.9,0.0,1384.9,1384.9000244140625,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-05 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1384.9,-1384.9,1384.9000244140625,Revenue,Regular
"",1000,Cash and Bank,"2025-03-15 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,3586.88,0.0,3586.88,3586.8798828125,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-09 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,3586.88,-3586.88,3586.8798828125,Revenue,Regular
"",1000,Cash and Bank,"2025-03-13 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2613.16,0.0,2613.16,2613.159912109375,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-21 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,2613.16,-2613.16,2613.159912109375,Revenue,Regular
"",1000,Cash and Bank,"2025-03-27 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2062.8,0.0,2062.8,2062.800048828125,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-22 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,2062.8,-2062.8,2062.800048828125,Revenue,Regular
"",1000,Cash and Bank,"2025-03-20 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1416.12,0.0,1416.12,1416.1199951171875,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-14 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1416.12,-1416.12,1416.1199951171875,Revenue,Regular
"",1000,Cash and Bank,"2025-03-12 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4878.92,0.0,4878.92,4878.919921875,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-16 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4878.92,-4878.92,4878.919921875,Revenue,Regular
"",1000,Cash and Bank,"2025-03-07 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4329.43,0.0,4329.43,4329.43017578125,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-25 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4329.43,-4329.43,4329.43017578125,Revenue,Regular
"",1000,Cash and Bank,"2025-03-25 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,3307.04,0.0,3307.04,3307.0400390625,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-05 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,3307.04,-3307.04,3307.0400390625,Revenue,Regular
"",1000,Cash and Bank,"2025-03-03 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,2100.23,0.0,2100.23,2100.22998046875,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-04 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,2100.23,-2100.23,2100.22998046875,Revenue,Regular
"",1000,Cash and Bank,"2025-03-26 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1697.24,0.0,1697.24,1697.239990234375,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-09 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1697.24,-1697.24,1697.239990234375,Revenue,Regular
"",1000,Cash and Bank,"2025-03-07 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4149.34,0.0,4149.34,4149.33984375,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-13 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4149.34,-4149.34,4149.33984375,Revenue,Regular
"",1000,Cash and Bank,"2025-03-05 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4698.31,0.0,4698.31,4698.31005859375,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-26 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4698.31,-4698.31,4698.31005859375,Revenue,Regular
"",1000,Cash and Bank,"2025-03-24 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1533.62,0.0,1533.62,1533.6199951171875,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-14 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1533.62,-1533.62,1533.6199951171875,Revenue,Regular
"",1000,Cash and Bank,"2025-03-17 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4695.55,0.0,4695.55,4695.5498046875,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-08 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4695.55,-4695.55,4695.5498046875,Revenue,Regular
"",1000,Cash and Bank,"2025-03-17 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4164.4,0.0,4164.4,4164.39990234375,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-10 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4164.4,-4164.4,4164.39990234375,Revenue,Regular
"",1000,Cash and Bank,"2025-03-12 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,4574.07,0.0,4574.07,4574.06982421875,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-10 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,4574.07,-4574.07,4574.06982421875,Revenue,Regular
"",1000,Cash and Bank,"2025-03-24 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1969.71,0.0,1969.71,1969.7099609375,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-25 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1969.71,-1969.71,1969.7099609375,Revenue,Regular
"",1000,Cash and Bank,"2025-03-05 0:00",E404,Global Tech - UK,Europe,UK,GBP,Current Assets,Asset,Debit,Balance Sheet,1769.68,0.0,1769.68,1769.6800537109375,Sale,Regular
"",4000,Product Sales Revenue,"2025-03-17 0:00",E404,Global Tech - UK,Europe,UK,GBP,Operating Revenue,Revenue,Credit,Income Statement,0.0,1769.68,-1769.68,1769.6800537109375,Revenue,Regular
"",6600,Depreciation Expense,"2025-04-28 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Expenses,Expense,Debit,Income Statement,8333.33,0.0,8333.33,8333.330078125,Depreciation Expense,Regular
"",1850,Accumulated Depreciation,"2025-04-28 0:00",E101,Global Tech - HQ,North America,United States,USD,Non-Current Assets,Asset,Credit,Balance Sheet,0.0,8333.33,-8333.33,-8333.330078125,Accrue Depreciation,Regular
"",1000,Cash and Bank,"2025-04-18 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2627.59,0.0,2627.59,2627.590087890625,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-19 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2627.59,-2627.59,2627.590087890625,Revenue,Regular
"",1000,Cash and Bank,"2025-04-13 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4504.45,0.0,4504.45,4504.4501953125,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-06 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4504.45,-4504.45,4504.4501953125,Revenue,Regular
"",1000,Cash and Bank,"2025-04-18 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1561.76,0.0,1561.76,1561.760009765625,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-03 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1561.76,-1561.76,1561.760009765625,Revenue,Regular
"",1000,Cash and Bank,"2025-04-25 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2716.03,0.0,2716.03,2716.030029296875,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-16 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2716.03,-2716.03,2716.030029296875,Revenue,Regular
"",1000,Cash and Bank,"2025-04-05 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1435.81,0.0,1435.81,1435.81005859375,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-20 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1435.81,-1435.81,1435.81005859375,Revenue,Regular
"",1000,Cash and Bank,"2025-04-16 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3085.72,0.0,3085.72,3085.719970703125,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-06 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3085.72,-3085.72,3085.719970703125,Revenue,Regular
"",1000,Cash and Bank,"2025-04-08 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1825.83,0.0,1825.83,1825.8299560546875,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-17 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1825.83,-1825.83,1825.8299560546875,Revenue,Regular
"",1000,Cash and Bank,"2025-04-12 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1997.23,0.0,1997.23,1997.22998046875,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-01 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1997.23,-1997.23,1997.22998046875,Revenue,Regular
"",1000,Cash and Bank,"2025-04-26 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4763.55,0.0,4763.55,4763.5498046875,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-25 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4763.55,-4763.55,4763.5498046875,Revenue,Regular
"",1000,Cash and Bank,"2025-04-01 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1492.48,0.0,1492.48,1492.47998046875,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-18 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1492.48,-1492.48,1492.47998046875,Revenue,Regular
"",1000,Cash and Bank,"2025-04-20 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4089.08,0.0,4089.08,4089.080078125,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-25 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4089.08,-4089.08,4089.080078125,Revenue,Regular
"",1000,Cash and Bank,"2025-04-03 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1508.82,0.0,1508.82,1508.8199462890625,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-06 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1508.82,-1508.82,1508.8199462890625,Revenue,Regular
"",1000,Cash and Bank,"2025-04-11 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1365.56,0.0,1365.56,1365.56005859375,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-25 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1365.56,-1365.56,1365.56005859375,Revenue,Regular
"",1000,Cash and Bank,"2025-04-08 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3257.22,0.0,3257.22,3257.219970703125,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-17 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3257.22,-3257.22,3257.219970703125,Revenue,Regular
"",1000,Cash and Bank,"2025-04-25 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2862.53,0.0,2862.53,2862.530029296875,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-04 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2862.53,-2862.53,2862.530029296875,Revenue,Regular
"",1000,Cash and Bank,"2025-04-04 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2640.27,0.0,2640.27,2640.27001953125,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-11 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2640.27,-2640.27,2640.27001953125,Revenue,Regular
"",1000,Cash and Bank,"2025-04-02 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2957.27,0.0,2957.27,2957.27001953125,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-25 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2957.27,-2957.27,2957.27001953125,Revenue,Regular
"",1000,Cash and Bank,"2025-04-01 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2452.59,0.0,2452.59,2452.590087890625,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-02 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2452.59,-2452.59,2452.590087890625,Revenue,Regular
"",1000,Cash and Bank,"2025-04-06 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1939.48,0.0,1939.48,1939.47998046875,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-21 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1939.48,-1939.48,1939.47998046875,Revenue,Regular
"",1000,Cash and Bank,"2025-04-21 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1437.79,0.0,1437.79,1437.7900390625,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-13 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1437.79,-1437.79,1437.7900390625,Revenue,Regular
"",1000,Cash and Bank,"2025-04-04 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4480.68,0.0,4480.68,4480.68017578125,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-14 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4480.68,-4480.68,4480.68017578125,Revenue,Regular
"",1000,Cash and Bank,"2025-04-12 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1711.33,0.0,1711.33,1711.3299560546875,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-05 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1711.33,-1711.33,1711.3299560546875,Revenue,Regular
"",1000,Cash and Bank,"2025-04-12 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2545.82,0.0,2545.82,2545.820068359375,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-11 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2545.82,-2545.82,2545.820068359375,Revenue,Regular
"",1000,Cash and Bank,"2025-04-18 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4246.62,0.0,4246.62,4246.6201171875,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-18 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4246.62,-4246.62,4246.6201171875,Revenue,Regular
"",1000,Cash and Bank,"2025-04-10 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1728.95,0.0,1728.95,1728.949951171875,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-19 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1728.95,-1728.95,1728.949951171875,Revenue,Regular
"",1000,Cash and Bank,"2025-04-19 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3086.2,0.0,3086.2,3086.199951171875,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-27 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3086.2,-3086.2,3086.199951171875,Revenue,Regular
"",1000,Cash and Bank,"2025-04-16 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,2395.65,0.0,2395.65,2395.64990234375,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-06 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2395.65,-2395.65,2395.64990234375,Revenue,Regular
"",1000,Cash and Bank,"2025-04-05 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3826.1,0.0,3826.1,3826.10009765625,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-13 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3826.1,-3826.1,3826.10009765625,Revenue,Regular
"",1000,Cash and Bank,"2025-04-27 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1244.13,0.0,1244.13,1244.1300048828125,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-20 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1244.13,-1244.13,1244.1300048828125,Revenue,Regular
"",1000,Cash and Bank,"2025-04-01 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1108.74,0.0,1108.74,1108.739990234375,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-08 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1108.74,-1108.74,1108.739990234375,Revenue,Regular
"",1000,Cash and Bank,"2025-04-13 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1285.03,0.0,1285.03,1285.030029296875,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-17 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1285.03,-1285.03,1285.030029296875,Revenue,Regular
"",1000,Cash and Bank,"2025-04-22 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,1258.52,0.0,1258.52,1258.52001953125,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-08 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1258.52,-1258.52,1258.52001953125,Revenue,Regular
"",1000,Cash and Bank,"2025-04-24 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4179.41,0.0,4179.41,4179.41015625,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-12 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4179.41,-4179.41,4179.41015625,Revenue,Regular
"",1000,Cash and Bank,"2025-04-21 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4879.15,0.0,4879.15,4879.14990234375,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-03 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4879.15,-4879.15,4879.14990234375,Revenue,Regular
"",1000,Cash and Bank,"2025-04-13 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3076.34,0.0,3076.34,3076.340087890625,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-02 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3076.34,-3076.34,3076.340087890625,Revenue,Regular
"",1000,Cash and Bank,"2025-04-06 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3655.56,0.0,3655.56,3655.56005859375,Sale,Regular
"",4000,Product Sales Revenue,"2025-04-02 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3655.56,-3655.56,3655.56005859375,Revenue,Regular
