"date","entity_id","account_code","debit","credit","description","journal_id","entry_type"
2025-03-08,E101,4000,0.0,1083.29,Revenue,"",Regular
2025-03-01,E101,1000,4221.86,0.0,Sale,"",Regular
2025-03-15,E101,4000,0.0,4221.86,Revenue,"",Regular
2025-03-04,E101,1000,1771.02,0.0,Sale,"",Regular
2025-03-06,E101,4000,0.0,1771.02,Revenue,"",Regular
2025-03-09,E101,1000,2995.13,0.0,Sale,"",Regular
2025-03-11,E101,4000,0.0,2995.13,Revenue,"",Regular
2025-03-21,E101,1000,2622.74,0.0,Sale,"",Regular
2025-03-20,E101,4000,0.0,2622.74,Revenue,"",Regular
2025-03-09,E101,1000,4810.51,0.0,Sale,"",Regular
2025-03-19,E101,4000,0.0,4810.51,Revenue,"",Regular
2025-03-25,E101,1000,2990.25,0.0,Sale,"",Regular
2025-03-16,E101,4000,0.0,2990.25,Revenue,"",Regular
2025-03-23,E101,1000,3025.73,0.0,Sale,"",Regular
2025-03-10,E101,4000,0.0,3025.73,Revenue,"",Regular
2025-03-01,E101,1000,1528.22,0.0,Sale,"",Regular
2025-03-10,E101,4000,0.0,1528.22,Revenue,"",Regular
2025-03-22,E101,1000,4382.89,0.0,Sale,"",Regular
2025-03-22,E101,4000,0.0,4382.89,Revenue,"",Regular
2025-03-19,E101,1000,4685.95,0.0,Sale,"",Regular
2025-03-22,E101,4000,0.0,4685.95,Revenue,"",Regular
2025-03-28,E202,6600,8333.33,0.0,Depreciation Expense,"",Regular
2025-03-28,E202,1850,0.0,8333.33,Accrue Depreciation,"",Regular
2025-03-11,E202,1000,1637.07,0.0,Sale,"",Regular
2025-03-25,E202,4000,0.0,1637.07,Revenue,"",Regular
2025-03-06,E202,1000,4220.87,0.0,Sale,"",Regular
2025-03-03,E202,4000,0.0,4220.87,Revenue,"",Regular
2025-03-07,E202,1000,4956.63,0.0,Sale,"",Regular
2025-03-26,E202,4000,0.0,4956.63,Revenue,"",Regular
2025-03-09,E202,1000,2038.09,0.0,Sale,"",Regular
2025-03-20,E202,4000,0.0,2038.09,Revenue,"",Regular
2025-03-24,E202,1000,1179.73,0.0,Sale,"",Regular
2025-03-24,E202,4000,0.0,1179.73,Revenue,"",Regular
2025-03-04,E202,1000,4668.64,0.0,Sale,"",Regular
2025-03-20,E202,4000,0.0,4668.64,Revenue,"",Regular
2025-03-26,E202,1000,3765.88,0.0,Sale,"",Regular
2025-03-12,E202,4000,0.0,3765.88,Revenue,"",Regular
2025-03-01,E202,1000,1584.5,0.0,Sale,"",Regular
2025-03-19,E202,4000,0.0,1584.5,Revenue,"",Regular
2025-03-11,E202,1000,4349.29,0.0,Sale,"",Regular
2025-03-05,E202,4000,0.0,4349.29,Revenue,"",Regular
2025-03-23,E202,1000,4714.58,0.0,Sale,"",Regular
2025-03-03,E202,4000,0.0,4714.58,Revenue,"",Regular
2025-03-21,E202,1000,4096.53,0.0,Sale,"",Regular
2025-03-09,E202,4000,0.0,4096.53,Revenue,"",Regular
2025-03-17,E202,1000,2284.71,0.0,Sale,"",Regular
2025-03-14,E202,4000,0.0,2284.71,Revenue,"",Regular
2025-03-23,E202,1000,4332.68,0.0,Sale,"",Regular
2025-03-27,E202,4000,0.0,4332.68,Revenue,"",Regular
2025-03-02,E202,1000,3459.33,0.0,Sale,"",Regular
2025-03-11,E202,4000,0.0,3459.33,Revenue,"",Regular
2025-03-22,E202,1000,1320.88,0.0,Sale,"",Regular
2025-03-24,E202,4000,0.0,1320.88,Revenue,"",Regular
2025-03-13,E202,1000,2723.73,0.0,Sale,"",Regular
2025-03-08,E202,4000,0.0,2723.73,Revenue,"",Regular
2025-03-26,E202,1000,1526.28,0.0,Sale,"",Regular
2025-03-09,E202,4000,0.0,1526.28,Revenue,"",Regular
2025-03-07,E202,1000,2502.63,0.0,Sale,"",Regular
2025-03-18,E202,4000,0.0,2502.63,Revenue,"",Regular
2025-03-15,E202,1000,1286.65,0.0,Sale,"",Regular
2025-03-09,E202,4000,0.0,1286.65,Revenue,"",Regular
2025-03-09,E202,1000,1458.52,0.0,Sale,"",Regular
2025-03-12,E202,4000,0.0,1458.52,Revenue,"",Regular
2025-03-27,E202,1000,3261.41,0.0,Sale,"",Regular
2025-03-25,E202,4000,0.0,3261.41,Revenue,"",Regular
2025-03-16,E202,1000,3201.68,0.0,Sale,"",Regular
2025-03-15,E202,4000,0.0,3201.68,Revenue,"",Regular
2025-03-04,E202,1000,1715.89,0.0,Sale,"",Regular
2025-03-13,E202,4000,0.0,1715.89,Revenue,"",Regular
2025-03-19,E202,1000,3986.65,0.0,Sale,"",Regular
2025-03-14,E202,4000,0.0,3986.65,Revenue,"",Regular
2025-03-19,E202,1000,4585.06,0.0,Sale,"",Regular
2025-03-15,E202,4000,0.0,4585.06,Revenue,"",Regular
2025-03-07,E202,1000,3339.76,0.0,Sale,"",Regular
2025-03-23,E202,4000,0.0,3339.76,Revenue,"",Regular
2025-03-15,E202,1000,2622.82,0.0,Sale,"",Regular
2025-03-26,E202,4000,0.0,2622.82,Revenue,"",Regular
2025-03-06,E202,1000,4462.04,0.0,Sale,"",Regular
2025-03-05,E202,4000,0.0,4462.04,Revenue,"",Regular
2025-03-22,E202,1000,2725.67,0.0,Sale,"",Regular
2025-03-18,E202,4000,0.0,2725.67,Revenue,"",Regular
2025-03-09,E202,1000,4834.12,0.0,Sale,"",Regular
2025-03-20,E202,4000,0.0,4834.12,Revenue,"",Regular
2025-03-08,E202,1000,1815.14,0.0,Sale,"",Regular
2025-03-22,E202,4000,0.0,1815.14,Revenue,"",Regular
2025-03-09,E202,1000,4568.54,0.0,Sale,"",Regular
2025-03-14,E202,4000,0.0,4568.54,Revenue,"",Regular
2025-03-10,E202,1000,2614.71,0.0,Sale,"",Regular
2025-03-16,E202,4000,0.0,2614.71,Revenue,"",Regular
2025-03-26,E202,1000,4510.67,0.0,Sale,"",Regular
2025-03-08,E202,4000,0.0,4510.67,Revenue,"",Regular
2025-03-25,E202,1000,2261.36,0.0,Sale,"",Regular
2025-03-10,E202,4000,0.0,2261.36,Revenue,"",Regular
2025-03-25,E202,1000,2644.82,0.0,Sale,"",Regular
2025-03-12,E202,4000,0.0,2644.82,Revenue,"",Regular
2025-03-27,E202,1000,2193.91,0.0,Sale,"",Regular
2025-03-03,E202,4000,0.0,2193.91,Revenue,"",Regular
2025-03-26,E202,1000,1425.92,0.0,Sale,"",Regular
2025-03-02,E202,4000,0.0,1425.92,Revenue,"",Regular
2025-03-18,E202,1000,1380.38,0.0,Sale,"",Regular
2025-03-23,E202,4000,0.0,1380.38,Revenue,"",Regular
2025-03-25,E202,1000,2158.47,0.0,Sale,"",Regular
2025-03-27,E202,4000,0.0,2158.47,Revenue,"",Regular
2025-03-15,E202,1000,4580.46,0.0,Sale,"",Regular
2025-03-13,E202,4000,0.0,4580.46,Revenue,"",Regular
2025-03-26,E202,1000,2029.21,0.0,Sale,"",Regular
2025-03-19,E202,4000,0.0,2029.21,Revenue,"",Regular
2025-03-03,E202,1000,1507.11,0.0,Sale,"",Regular
2025-03-11,E202,4000,0.0,1507.11,Revenue,"",Regular
2025-03-08,E202,1000,3071.7,0.0,Sale,"",Regular
2025-03-14,E202,4000,0.0,3071.7,Revenue,"",Regular
2025-03-03,E202,1000,3444.84,0.0,Sale,"",Regular
2025-03-27,E202,4000,0.0,3444.84,Revenue,"",Regular
2025-03-27,E202,1000,3303.77,0.0,Sale,"",Regular
2025-03-21,E202,4000,0.0,3303.77,Revenue,"",Regular
2025-03-06,E202,1000,4479.07,0.0,Sale,"",Regular
2025-03-03,E202,4000,0.0,4479.07,Revenue,"",Regular
2025-03-11,E202,1000,1072.3,0.0,Sale,"",Regular
2025-03-13,E202,4000,0.0,1072.3,Revenue,"",Regular
2025-03-20,E202,1000,1973.54,0.0,Sale,"",Regular
2025-03-20,E202,4000,0.0,1973.54,Revenue,"",Regular
2025-03-01,E202,1000,2877.4,0.0,Sale,"",Regular
2025-03-17,E202,4000,0.0,2877.4,Revenue,"",Regular
2025-03-28,E303,6600,8333.33,0.0,Depreciation Expense,"",Regular
2025-03-28,E303,1850,0.0,8333.33,Accrue Depreciation,"",Regular
2025-03-02,E303,1000,2253.53,0.0,Sale,"",Regular
2025-03-09,E303,4000,0.0,2253.53,Revenue,"",Regular
2025-03-18,E303,1000,1994.61,0.0,Sale,"",Regular
2025-03-02,E303,4000,0.0,1994.61,Revenue,"",Regular
2025-03-02,E303,1000,4234.08,0.0,Sale,"",Regular
2025-03-18,E303,4000,0.0,4234.08,Revenue,"",Regular
2025-03-20,E303,1000,3792.4,0.0,Sale,"",Regular
2025-03-11,E303,4000,0.0,3792.4,Revenue,"",Regular
2025-03-13,E303,1000,3383.12,0.0,Sale,"",Regular
2025-03-13,E303,4000,0.0,3383.12,Revenue,"",Regular
2025-03-12,E303,1000,2380.59,0.0,Sale,"",Regular
2025-03-05,E303,4000,0.0,2380.59,Revenue,"",Regular
2025-03-12,E303,1000,1052.77,0.0,Sale,"",Regular
2025-03-26,E303,4000,0.0,1052.77,Revenue,"",Regular
2025-03-02,E303,1000,3939.3,0.0,Sale,"",Regular
2025-03-25,E303,4000,0.0,3939.3,Revenue,"",Regular
2025-03-05,E303,1000,4415.57,0.0,Sale,"",Regular
2025-03-18,E303,4000,0.0,4415.57,Revenue,"",Regular
2025-03-06,E303,1000,1942.59,0.0,Sale,"",Regular
2025-03-13,E303,4000,0.0,1942.59,Revenue,"",Regular
2025-03-11,E303,1000,3082.67,0.0,Sale,"",Regular
2025-03-10,E303,4000,0.0,3082.67,Revenue,"",Regular
2025-03-14,E303,1000,3531.6,0.0,Sale,"",Regular
2025-03-06,E303,4000,0.0,3531.6,Revenue,"",Regular
2025-03-25,E303,1000,3917.24,0.0,Sale,"",Regular
2025-03-11,E303,4000,0.0,3917.24,Revenue,"",Regular
2025-03-25,E303,1000,2989.56,0.0,Sale,"",Regular
2025-03-26,E303,4000,0.0,2989.56,Revenue,"",Regular
2025-03-26,E303,1000,2485.48,0.0,Sale,"",Regular
2025-03-02,E303,4000,0.0,2485.48,Revenue,"",Regular
2025-03-02,E303,1000,2274.42,0.0,Sale,"",Regular
2025-03-14,E303,4000,0.0,2274.42,Revenue,"",Regular
2025-03-06,E303,1000,4344.89,0.0,Sale,"",Regular
2025-03-06,E303,4000,0.0,4344.89,Revenue,"",Regular
2025-03-12,E303,1000,3975.44,0.0,Sale,"",Regular
2025-03-18,E303,4000,0.0,3975.44,Revenue,"",Regular
2025-03-22,E303,1000,4319.58,0.0,Sale,"",Regular
2025-03-23,E303,4000,0.0,4319.58,Revenue,"",Regular
2025-03-27,E303,1000,3266.59,0.0,Sale,"",Regular
2025-03-06,E303,4000,0.0,3266.59,Revenue,"",Regular
2025-03-11,E303,1000,1655.33,0.0,Sale,"",Regular
2025-03-20,E303,4000,0.0,1655.33,Revenue,"",Regular
2025-03-02,E303,1000,2891.66,0.0,Sale,"",Regular
2025-03-15,E303,4000,0.0,2891.66,Revenue,"",Regular
2025-03-09,E303,1000,4735.54,0.0,Sale,"",Regular
2025-03-26,E303,4000,0.0,4735.54,Revenue,"",Regular
2025-03-02,E303,1000,4973.51,0.0,Sale,"",Regular
2025-03-03,E303,4000,0.0,4973.51,Revenue,"",Regular
2025-03-18,E303,1000,2363.43,0.0,Sale,"",Regular
2025-03-07,E303,4000,0.0,2363.43,Revenue,"",Regular
2025-03-25,E303,1000,4906.65,0.0,Sale,"",Regular
2025-03-25,E303,4000,0.0,4906.65,Revenue,"",Regular
2025-03-22,E303,1000,2851.77,0.0,Sale,"",Regular
2025-03-06,E303,4000,0.0,2851.77,Revenue,"",Regular
2025-03-15,E303,1000,4045.2,0.0,Sale,"",Regular
2025-03-15,E303,4000,0.0,4045.2,Revenue,"",Regular
2025-03-15,E303,1000,4460.21,0.0,Sale,"",Regular
2025-03-15,E303,4000,0.0,4460.21,Revenue,"",Regular
2025-03-11,E303,1000,3469.87,0.0,Sale,"",Regular
2025-03-22,E303,4000,0.0,3469.87,Revenue,"",Regular
2025-03-11,E303,1000,4757.02,0.0,Sale,"",Regular
2025-03-21,E303,4000,0.0,4757.02,Revenue,"",Regular
2025-03-12,E303,1000,4191.26,0.0,Sale,"",Regular
2025-03-12,E303,4000,0.0,4191.26,Revenue,"",Regular
2025-03-03,E303,1000,1098.07,0.0,Sale,"",Regular
2025-03-10,E303,4000,0.0,1098.07,Revenue,"",Regular
2025-03-26,E303,1000,3799.09,0.0,Sale,"",Regular
2025-03-13,E303,4000,0.0,3799.09,Revenue,"",Regular
2025-03-03,E303,1000,4184.49,0.0,Sale,"",Regular
2025-03-18,E303,4000,0.0,4184.49,Revenue,"",Regular
2025-03-01,E303,1000,1956.26,0.0,Sale,"",Regular
2025-03-01,E303,4000,0.0,1956.26,Revenue,"",Regular
2025-03-06,E303,1000,1836.5,0.0,Sale,"",Regular
2025-03-23,E303,4000,0.0,1836.5,Revenue,"",Regular
2025-03-04,E303,1000,2222.48,0.0,Sale,"",Regular
2025-03-05,E303,4000,0.0,2222.48,Revenue,"",Regular
2025-03-11,E303,1000,4223.12,0.0,Sale,"",Regular
2025-03-14,E303,4000,0.0,4223.12,Revenue,"",Regular
2025-03-16,E303,1000,2058.58,0.0,Sale,"",Regular
2025-03-24,E303,4000,0.0,2058.58,Revenue,"",Regular
2025-03-17,E303,1000,2899.57,0.0,Sale,"",Regular
2025-03-10,E303,4000,0.0,2899.57,Revenue,"",Regular
2025-03-20,E303,1000,2071.08,0.0,Sale,"",Regular
2025-03-13,E303,4000,0.0,2071.08,Revenue,"",Regular
2025-03-21,E303,1000,4864.81,0.0,Sale,"",Regular
2025-03-19,E303,4000,0.0,4864.81,Revenue,"",Regular
2025-03-23,E303,1000,4462.4,0.0,Sale,"",Regular
2025-03-06,E303,4000,0.0,4462.4,Revenue,"",Regular
2025-03-17,E303,1000,3185.57,0.0,Sale,"",Regular
2025-03-17,E303,4000,0.0,3185.57,Revenue,"",Regular
2025-03-12,E303,1000,2076.46,0.0,Sale,"",Regular
2025-03-01,E303,4000,0.0,2076.46,Revenue,"",Regular
2025-03-04,E303,1000,3184.69,0.0,Sale,"",Regular
2025-03-05,E303,4000,0.0,3184.69,Revenue,"",Regular
2025-03-14,E303,1000,4212.97,0.0,Sale,"",Regular
2025-03-27,E303,4000,0.0,4212.97,Revenue,"",Regular
2025-03-12,E303,1000,2223.0,0.0,Sale,"",Regular
2025-03-20,E303,4000,0.0,2223.0,Revenue,"",Regular
2025-03-17,E303,1000,2358.47,0.0,Sale,"",Regular
2025-03-20,E303,4000,0.0,2358.47,Revenue,"",Regular
2025-03-28,E404,6600,8333.33,0.0,Depreciation Expense,"",Regular
2025-03-28,E404,1850,0.0,8333.33,Accrue Depreciation,"",Regular
2025-03-18,E404,1000,4724.26,0.0,Sale,"",Regular
2025-03-15,E404,4000,0.0,4724.26,Revenue,"",Regular
2025-03-15,E404,1000,1590.56,0.0,Sale,"",Regular
2025-03-20,E404,4000,0.0,1590.56,Revenue,"",Regular
2025-03-23,E404,1000,3443.84,0.0,Sale,"",Regular
2025-03-05,E404,4000,0.0,3443.84,Revenue,"",Regular
2025-03-10,E404,1000,1485.01,0.0,Sale,"",Regular
2025-03-10,E404,4000,0.0,1485.01,Revenue,"",Regular
2025-03-25,E404,1000,4817.82,0.0,Sale,"",Regular
2025-03-11,E404,4000,0.0,4817.82,Revenue,"",Regular
2025-03-08,E404,1000,3924.31,0.0,Sale,"",Regular
2025-03-06,E404,4000,0.0,3924.31,Revenue,"",Regular
2025-03-06,E404,1000,3832.62,0.0,Sale,"",Regular
2025-03-27,E404,4000,0.0,3832.62,Revenue,"",Regular
2025-03-24,E404,1000,2296.48,0.0,Sale,"",Regular
2025-03-22,E404,4000,0.0,2296.48,Revenue,"",Regular
2025-03-11,E404,1000,4558.57,0.0,Sale,"",Regular
2025-03-13,E404,4000,0.0,4558.57,Revenue,"",Regular
2025-03-17,E404,1000,2316.73,0.0,Sale,"",Regular
2025-03-08,E404,4000,0.0,2316.73,Revenue,"",Regular
2025-03-02,E404,1000,2208.33,0.0,Sale,"",Regular
2025-03-05,E404,4000,0.0,2208.33,Revenue,"",Regular
2025-03-20,E404,1000,4472.91,0.0,Sale,"",Regular
2025-03-05,E404,4000,0.0,4472.91,Revenue,"",Regular
2025-03-09,E404,1000,2532.96,0.0,Sale,"",Regular
2025-03-18,E404,4000,0.0,2532.96,Revenue,"",Regular
2025-03-24,E404,1000,3392.37,0.0,Sale,"",Regular
2025-03-10,E404,4000,0.0,3392.37,Revenue,"",Regular
2025-03-21,E404,1000,3851.16,0.0,Sale,"",Regular
2025-03-01,E404,4000,0.0,3851.16,Revenue,"",Regular
2025-03-11,E404,1000,4797.49,0.0,Sale,"",Regular
2025-03-01,E404,4000,0.0,4797.49,Revenue,"",Regular
2025-03-11,E404,1000,2025.53,0.0,Sale,"",Regular
2025-03-01,E404,4000,0.0,2025.53,Revenue,"",Regular
2025-03-25,E404,1000,2860.86,0.0,Sale,"",Regular
2025-03-24,E404,4000,0.0,2860.86,Revenue,"",Regular
2025-03-24,E404,1000,1354.92,0.0,Sale,"",Regular
2025-03-11,E404,4000,0.0,1354.92,Revenue,"",Regular
2025-03-21,E404,1000,1820.88,0.0,Sale,"",Regular
2025-03-17,E404,4000,0.0,1820.88,Revenue,"",Regular
2025-03-15,E404,1000,4932.35,0.0,Sale,"",Regular
2025-03-27,E404,4000,0.0,4932.35,Revenue,"",Regular
2025-03-17,E404,1000,1625.24,0.0,Sale,"",Regular
2025-03-12,E404,4000,0.0,1625.24,Revenue,"",Regular
2025-03-13,E404,1000,4858.64,0.0,Sale,"",Regular
2025-03-15,E404,4000,0.0,4858.64,Revenue,"",Regular
2025-03-04,E404,1000,3923.55,0.0,Sale,"",Regular
2025-03-09,E404,4000,0.0,3923.55,Revenue,"",Regular
2025-03-02,E404,1000,1090.42,0.0,Sale,"",Regular
2025-03-03,E404,4000,0.0,1090.42,Revenue,"",Regular
2025-03-13,E404,1000,2779.95,0.0,Sale,"",Regular
2025-03-26,E404,4000,0.0,2779.95,Revenue,"",Regular
2025-03-07,E404,1000,1188.55,0.0,Sale,"",Regular
2025-03-15,E404,4000,0.0,1188.55,Revenue,"",Regular
2025-03-18,E404,1000,2034.33,0.0,Sale,"",Regular
2025-03-24,E404,4000,0.0,2034.33,Revenue,"",Regular
2025-03-12,E404,1000,2631.52,0.0,Sale,"",Regular
2025-03-07,E404,4000,0.0,2631.52,Revenue,"",Regular
2025-03-26,E404,1000,2845.87,0.0,Sale,"",Regular
2025-03-24,E404,4000,0.0,2845.87,Revenue,"",Regular
2025-03-26,E404,1000,1724.05,0.0,Sale,"",Regular
2025-03-09,E404,4000,0.0,1724.05,Revenue,"",Regular
2025-03-12,E404,1000,2295.18,0.0,Sale,"",Regular
2025-03-02,E404,4000,0.0,2295.18,Revenue,"",Regular
2025-03-16,E404,1000,1384.9,0.0,Sale,"",Regular
2025-03-05,E404,4000,0.0,1384.9,Revenue,"",Regular
2025-03-15,E404,1000,3586.88,0.0,Sale,"",Regular
2025-03-09,E404,4000,0.0,3586.88,Revenue,"",Regular
2025-03-13,E404,1000,2613.16,0.0,Sale,"",Regular
2025-03-21,E404,4000,0.0,2613.16,Revenue,"",Regular
2025-03-27,E404,1000,2062.8,0.0,Sale,"",Regular
2025-03-22,E404,4000,0.0,2062.8,Revenue,"",Regular
2025-03-20,E404,1000,1416.12,0.0,Sale,"",Regular
2025-03-14,E404,4000,0.0,1416.12,Revenue,"",Regular
2025-03-12,E404,1000,4878.92,0.0,Sale,"",Regular
2025-03-16,E404,4000,0.0,4878.92,Revenue,"",Regular
2025-03-07,E404,1000,4329.43,0.0,Sale,"",Regular
2025-03-25,E404,4000,0.0,4329.43,Revenue,"",Regular
2025-03-25,E404,1000,3307.04,0.0,Sale,"",Regular
2025-03-05,E404,4000,0.0,3307.04,Revenue,"",Regular
2025-03-03,E404,1000,2100.23,0.0,Sale,"",Regular
2025-03-04,E404,4000,0.0,2100.23,Revenue,"",Regular
2025-03-26,E404,1000,1697.24,0.0,Sale,"",Regular
2025-03-09,E404,4000,0.0,1697.24,Revenue,"",Regular
2025-03-07,E404,1000,4149.34,0.0,Sale,"",Regular
2025-03-13,E404,4000,0.0,4149.34,Revenue,"",Regular
2025-03-05,E404,1000,4698.31,0.0,Sale,"",Regular
2025-03-26,E404,4000,0.0,4698.31,Revenue,"",Regular
2025-03-24,E404,1000,1533.62,0.0,Sale,"",Regular
2025-03-14,E404,4000,0.0,1533.62,Revenue,"",Regular
2025-03-17,E404,1000,4695.55,0.0,Sale,"",Regular
2025-03-08,E404,4000,0.0,4695.55,Revenue,"",Regular
2025-03-17,E404,1000,4164.4,0.0,Sale,"",Regular
2025-03-10,E404,4000,0.0,4164.4,Revenue,"",Regular
2025-03-12,E404,1000,4574.07,0.0,Sale,"",Regular
2025-03-10,E404,4000,0.0,4574.07,Revenue,"",Regular
2025-03-24,E404,1000,1969.71,0.0,Sale,"",Regular
2025-03-25,E404,4000,0.0,1969.71,Revenue,"",Regular
2025-03-05,E404,1000,1769.68,0.0,Sale,"",Regular
2025-03-17,E404,4000,0.0,1769.68,Revenue,"",Regular
2025-04-28,E101,6600,8333.33,0.0,Depreciation Expense,"",Regular
2025-04-28,E101,1850,0.0,8333.33,Accrue Depreciation,"",Regular
2025-04-18,E101,1000,2627.59,0.0,Sale,"",Regular
2025-04-19,E101,4000,0.0,2627.59,Revenue,"",Regular
2025-04-13,E101,1000,4504.45,0.0,Sale,"",Regular
2025-04-06,E101,4000,0.0,4504.45,Revenue,"",Regular
2025-04-18,E101,1000,1561.76,0.0,Sale,"",Regular
2025-04-03,E101,4000,0.0,1561.76,Revenue,"",Regular
2025-04-25,E101,1000,2716.03,0.0,Sale,"",Regular
2025-04-16,E101,4000,0.0,2716.03,Revenue,"",Regular
2025-04-05,E101,1000,1435.81,0.0,Sale,"",Regular
2025-04-20,E101,4000,0.0,1435.81,Revenue,"",Regular
2025-04-16,E101,1000,3085.72,0.0,Sale,"",Regular
2025-04-06,E101,4000,0.0,3085.72,Revenue,"",Regular
2025-04-08,E101,1000,1825.83,0.0,Sale,"",Regular
2025-04-17,E101,4000,0.0,1825.83,Revenue,"",Regular
2025-04-12,E101,1000,1997.23,0.0,Sale,"",Regular
2025-04-01,E101,4000,0.0,1997.23,Revenue,"",Regular
2025-04-26,E101,1000,4763.55,0.0,Sale,"",Regular
2025-04-25,E101,4000,0.0,4763.55,Revenue,"",Regular
2025-04-01,E101,1000,1492.48,0.0,Sale,"",Regular
2025-04-18,E101,4000,0.0,1492.48,Revenue,"",Regular
2025-04-20,E101,1000,4089.08,0.0,Sale,"",Regular
2025-04-25,E101,4000,0.0,4089.08,Revenue,"",Regular
2025-04-03,E101,1000,1508.82,0.0,Sale,"",Regular
2025-04-06,E101,4000,0.0,1508.82,Revenue,"",Regular
2025-04-11,E101,1000,1365.56,0.0,Sale,"",Regular
2025-04-25,E101,4000,0.0,1365.56,Revenue,"",Regular
2025-04-08,E101,1000,3257.22,0.0,Sale,"",Regular
2025-04-17,E101,4000,0.0,3257.22,Revenue,"",Regular
2025-04-25,E101,1000,2862.53,0.0,Sale,"",Regular
2025-04-04,E101,4000,0.0,2862.53,Revenue,"",Regular
2025-04-04,E101,1000,2640.27,0.0,Sale,"",Regular
2025-04-11,E101,4000,0.0,2640.27,Revenue,"",Regular
2025-04-02,E101,1000,2957.27,0.0,Sale,"",Regular
2025-04-25,E101,4000,0.0,2957.27,Revenue,"",Regular
2025-04-01,E101,1000,2452.59,0.0,Sale,"",Regular
2025-04-02,E101,4000,0.0,2452.59,Revenue,"",Regular
2025-04-06,E101,1000,1939.48,0.0,Sale,"",Regular
2025-04-21,E101,4000,0.0,1939.48,Revenue,"",Regular
2025-04-21,E101,1000,1437.79,0.0,Sale,"",Regular
2025-04-13,E101,4000,0.0,1437.79,Revenue,"",Regular
2025-04-04,E101,1000,4480.68,0.0,Sale,"",Regular
2025-04-14,E101,4000,0.0,4480.68,Revenue,"",Regular
2025-04-12,E101,1000,1711.33,0.0,Sale,"",Regular
2025-04-05,E101,4000,0.0,1711.33,Revenue,"",Regular
2025-04-12,E101,1000,2545.82,0.0,Sale,"",Regular
2025-04-11,E101,4000,0.0,2545.82,Revenue,"",Regular
2025-04-18,E101,1000,4246.62,0.0,Sale,"",Regular
2025-04-18,E101,4000,0.0,4246.62,Revenue,"",Regular
2025-04-10,E101,1000,1728.95,0.0,Sale,"",Regular
2025-04-19,E101,4000,0.0,1728.95,Revenue,"",Regular
2025-04-19,E101,1000,3086.2,0.0,Sale,"",Regular
2025-04-27,E101,4000,0.0,3086.2,Revenue,"",Regular
2025-04-16,E101,1000,2395.65,0.0,Sale,"",Regular
2025-04-06,E101,4000,0.0,2395.65,Revenue,"",Regular
2025-04-05,E101,1000,3826.1,0.0,Sale,"",Regular
2025-04-13,E101,4000,0.0,3826.1,Revenue,"",Regular
2025-04-27,E101,1000,1244.13,0.0,Sale,"",Regular
2025-04-20,E101,4000,0.0,1244.13,Revenue,"",Regular
2025-04-01,E101,1000,1108.74,0.0,Sale,"",Regular
2025-04-08,E101,4000,0.0,1108.74,Revenue,"",Regular
2025-04-13,E101,1000,1285.03,0.0,Sale,"",Regular
2025-04-17,E101,4000,0.0,1285.03,Revenue,"",Regular
2025-04-22,E101,1000,1258.52,0.0,Sale,"",Regular
2025-04-08,E101,4000,0.0,1258.52,Revenue,"",Regular
2025-04-24,E101,1000,4179.41,0.0,Sale,"",Regular
2025-04-12,E101,4000,0.0,4179.41,Revenue,"",Regular
2025-04-21,E101,1000,4879.15,0.0,Sale,"",Regular
2025-04-03,E101,4000,0.0,4879.15,Revenue,"",Regular
2025-04-13,E101,1000,3076.34,0.0,Sale,"",Regular
2025-04-02,E101,4000,0.0,3076.34,Revenue,"",Regular
2025-04-06,E101,1000,3655.56,0.0,Sale,"",Regular
2025-04-02,E101,4000,0.0,3655.56,Revenue,"",Regular
2025-04-08,E101,1000,1420.47,0.0,Sale,"",Regular
2025-04-08,E101,4000,0.0,1420.47,Revenue,"",Regular
2025-04-22,E101,1000,4628.39,0.0,Sale,"",Regular
2025-04-13,E101,4000,0.0,4628.39,Revenue,"",Regular
2025-04-06,E101,1000,4735.89,0.0,Sale,"",Regular
2025-04-23,E101,4000,0.0,4735.89,Revenue,"",Regular
2025-04-18,E101,1000,4585.88,0.0,Sale,"",Regular
2025-04-12,E101,4000,0.0,4585.88,Revenue,"",Regular
2025-04-23,E101,1000,1438.58,0.0,Sale,"",Regular
2025-04-01,E101,4000,0.0,1438.58,Revenue,"",Regular
2025-04-05,E101,1000,4981.46,0.0,Sale,"",Regular
2025-04-17,E101,4000,0.0,4981.46,Revenue,"",Regular
2025-04-06,E101,1000,4482.05,0.0,Sale,"",Regular
2025-04-02,E101,4000,0.0,4482.05,Revenue,"",Regular
2025-04-24,E101,1000,3087.82,0.0,Sale,"",Regular
2025-04-14,E101,4000,0.0,3087.82,Revenue,"",Regular
2025-04-17,E101,1000,2275.01,0.0,Sale,"",Regular
2025-04-05,E101,4000,0.0,2275.01,Revenue,"",Regular
2025-04-10,E101,1000,2092.3,0.0,Sale,"",Regular
2025-04-12,E101,4000,0.0,2092.3,Revenue,"",Regular
2025-04-13,E101,1000,3315.46,0.0,Sale,"",Regular
2025-04-01,E101,4000,0.0,3315.46,Revenue,"",Regular
2025-04-17,E101,1000,2963.03,0.0,Sale,"",Regular
2025-04-27,E101,4000,0.0,2963.03,Revenue,"",Regular
2025-04-14,E101,1000,2472.57,0.0,Sale,"",Regular
2025-04-27,E101,4000,0.0,2472.57,Revenue,"",Regular
2025-04-25,E101,1000,2945.73,0.0,Sale,"",Regular
